comment,keyword,season,sentiment_association,topic_category
快结婚快结婚,结婚,2,positive,剧情
钱德勒+萝卜丝,萝卜,2,positive,演员
当瑞秋能和罗斯拥抱在一起的时候，好像能感受到那种幸福，喜欢了十年的一个女人，当有一天能在一起的时候，还有什么奢求呢,拥抱,2,positive,剧情
每个人都有血有肉有贴心的地方有小缺点，很轻松很经典。,缺点,2,neutral,剧情
终于又激活了我想和几个好友在外面合租的念头~,好友,2,positive,剧情
很可爱有趣的一部剧。,有趣,2,positive,剧情
当年我们都年轻。,年轻,2,neutral,情怀
罗斯和瑞秋在一起后果然不太好看，后面分了会好些吧。菲比继续有仙气。莫妮卡和理查德的恋爱分手（因为生育问题）线在这季比较重要。,罗斯,2,neutral,剧情
没啥说的五颗星。太好笑。没想到竟然茱莉亚罗伯茨和尚格云顿一起客串。另外最后一集里Rachel唱的copacabana其实满好听。以及，最后的最后，“Oh...My...Goood”的出现实在太惊喜/惊吓了。。。。。。(+﹏+)~,罗伯茨,2,positive,情怀
发现就是好喜欢Ross这种的。。。。Rachel的脸型相对来说就是苹果肌很赞吗？monica也不丑就是被完全比下去了。。。。。到第二季神经质过头啊。。。。。】一天半看完就是病倒卧床能做的,苹果,2,positive,演员
没有第一季那么萌了。。。还是很棒啦其实！,很棒,2,positive,剧情
被迫观看，真的爱不起来，每次看到瑞秋讲话的表情我都地铁老爷爷，关爱我请从不要让我看这部剧开始！！！！,表情,2,negative,演员
詹妮弗安妮斯顿最可爱,可爱,2,positive,演员
越来越喜欢joey和chandler~,喜欢,2,positive,情怀
真心觉得比生活大爆炸好看。,好看,2,positive,剧情
这季比第一季还好看，罗斯和瑞秋在一起啦~,看罗斯,2,positive,剧情
同学你长得好像Ross。。,ross,2,neutral,演员
逐渐get到老友记的好。正好在和角色同一个年龄时段看，体会到剧情的“不刻意”感源于剧中的焦灼和快乐，以及很多的剧情冲突都来源于现实生活。Ross念念不忘白月光Rachel，Rachel勾勾手就来了，也不妨碍他现实又功利的考虑：Rachel是个服务员而自己是人类学博士。Chandler害怕孤独终老疯狂date寻求稳定relationship，到头来还是发现自己将就不了。Monica和大叔的相恋到分开，既撕心裂肺又无足轻重，多像现实中对待感情的男男女女。,chandler,2,positive,剧情
Rachel因为Ross列单子的事生气后没有妥协，而是朝前看继续寻找真爱，Monica也没有因为Richard妥协而让他委曲求全，这种健康的爱情观才是我最需要的。,寻找,2,positive,剧情
了解美帝的窗口,窗口,2,neutral,情怀
这绝对是治愈系，不仅仅是喜剧。接着看第三季~,喜剧,2,positive,剧情
二十週年。,週年,2,positive,情怀
hhh公主的金色比基尼梗，Joey搬走了好在又很快搬回来了，Ross和Rachel终于还是在一起了，一直在等什么时候才会有Monica和Chandler的感情线啊，Julia Roberts客串还是挺美的。,终于,2,positive,剧情
情景喜剧果然还是少拍感情戏为妙。,感情,2,neutral,剧情
friends必须是全五星,五星,2,positive,情怀
我真的不喜欢瑞秋和罗斯这对,秋罗斯,2,negative,剧情
"[老友记].Friends.S02.NTSC.DVD.DD2.0.x264.MMI  此版本完成。。。
已中高4kB164    8.9  9.8",4kb164,2,neutral,情怀
janice好好笑啊哈哈哈,哈哈哈,2,positive,演员
感觉比第一季更精彩，一屋子的人欢欢乐乐的，挺不错的一部情景喜剧！,第一,2,positive,剧情
因为今年《老友记》重聚，所以十几年后第一次重温。这么多年了，仍然没有把喜剧和情感结合的如此之好的第二部剧。不管是喜剧的段位、戏剧冲突设计还是时尚的审美，都毫无陈旧之感，不太敢相信这是二十多年前的剧。第二季是罗斯和瑞秋首次确立感情，想到后来分分合合，中央公园和公寓中的笃定二吻更显珍贵。菲比的“smelly cat”专集让人喷饭；茱莉亚·罗伯茨意外现身堪称惊艳。倒数第二集罗斯儿子出生，一众好友陪伴左右，前妻和女友的变故也无法阻碍他们之间的真诚和爱。如果存在乌托邦，可能这些让人泪奔的美好时刻就是。,情感,2,positive,剧情
大概是我看过最无聊的几部情景喜剧之一 弃,几部,2,negative,剧情
爱他们每一个  哪怕是珍妮丝,珍妮,2,positive,情怀
第二季大家的发型都好好看，尤其Chandler和Joey 。没想到最后一集Chan和那谁又好了←_←好桑心。也没想到Monica和那谁分手了←_←,好看,2,positive,剧情
看了两遍。表示还要被逼着看第3、4、5、、、、、、N遍,两遍,2,negative,剧情
Joey跟chandler实在太有爱了，最爱依旧是菲比，多年未变,依旧,2,positive,演员
看着看着就觉得朋友真是难得 时间真是个神奇的东西,朋友,2,neutral,情怀
发现没在豆瓣标过第二季 哈哈 补上,第二,2,positive,情怀
ross和rachel的恋情真是牵动人心,牵动,2,positive,剧情
我们的生活与他们类似了,类似,2,positive,剧情
一直没时间看，看了好几个月。。。,好几,2,neutral,剧情
竟然有茱莉亚罗伯茨的客串呢~~,茱莉亚,2,neutral,演员
EP07当Ross冲进店内捧起Rachel的脸亲吻时，心跳漏了一拍。,进店,2,positive,剧情
到了第二季，发现钱德勒戏份增加了。,发现,2,positive,演员
时代性过强，用梗以及氛围略显可以，价值存在于贴身的陪伴——也即时代性，还有对时代的展示与映照。Giovanni Ribisi的跑场真是hhhh,氛围,2,positive,情怀
钱德和乔伊完全诠释了男生的友谊啊,诠释,2,positive,剧情
Chandler的搞笑在最后的部分回复到了高潮很让人开心，Phoebe的MV Smelly Cat绝对是全季的最高爆笑点。,高潮,2,positive,剧情
第二季总算开始有点搞笑了，晚上躺床上无聊看几集还不错~,搞笑,2,neutral,剧情
越来越喜欢Pheobe！！,pheobe,2,positive,演员
全剧的高潮就是rachel和ross了,高潮,2,positive,剧情
瑞秋最后拿起麦克风唱起曾经觉得丢人的歌 我们就是要这样敢于面对一切的一切,丢人,2,positive,剧情
重温系列,系列,2,neutral,情怀
一些光。缓慢的缓慢的把这些当成一些希望。,希望,2,positive,情怀
我已经猜到理查的莫妮卡会分手,莫妮,2,neutral,剧情
超级搞笑且有温情。,搞笑,2,positive,剧情
上一季中，罗斯苦恋瑞秋，生出些纠结嫉恨，这季则反过来;乔伊搬家一段，他和钱德前后的各种反应，可以看出，在这个故事里，无论是爱情，还是友情，他们在情感上都是对等的，“优劣势”会对调，没有人能够永远处于上风。依然最喜欢菲比。,这季,2,neutral,剧情
chandler戏份加重，我依然对rr恋无法投入，季初二人为了list大闹是蹩脚的桥段，但是最后一集婚礼上rachel在台上唱歌，ross在她忘词的地方提醒真是绝好的细节——rachel没有在ross发表那篇“声明”后将周遭的诋毁迁怒与他，她也不是在ross的鼓励下登上舞台，但是当她登上舞台的时候ross支持她，真好。joey原野奇侠慢镜头。j&c好友闹僵真的好似分手。les wedding 也是类似对“出格”的拥抱。phebe真美，服饰都非常好看，她又是这么游离于这个“家庭”，既不住在一起，也没有血缘或同样的阶层背景,季初,2,neutral,剧情
心情好要看FRIENDS，心情不好更要看FRIENDS。,心情,2,neutral,情怀
乔伊和钱德勒真是好基友一辈子啊！我想我是真的喜欢上了这部肥皂剧了！8.6,一辈子,2,positive,情怀
继续支持。前些年的中文字幕看得不全，这次要把英字看完。,字幕,2,neutral,情怀
常看常乐.,看常,2,neutral,情怀
Ross和瑞秋在一起了,ross,2,positive,剧情
上帝之手,上帝,2,positive,剧情
总算没在最后一集搞悬念了，不过倒是这季最有戏剧性的一集，有人分开，但也总有人会复合,这季,2,neutral,剧情
最简单的快乐最长久,快乐,2,positive,情怀
开始变得非常有趣了。,有趣,2,positive,剧情
Chandler真是笑死我了~~,chandler,2,positive,演员
还是最喜欢chandler和phoebe。。。这一季ross列清单说julie和rachel那一集真感人，虽然r很多缺点，j是完美女友，但是she is not rachel。。ross一张幡然醒悟的表情又好笑又感人。。,清单,2,positive,剧情
瑞秋和罗斯终于在一起了，每每看到此幕都觉得很温暖。,秋罗斯,2,positive,情怀
精彩依旧~,依旧,2,positive,情怀
最后一集，穿着像粉色口香糖泡泡裙的瑞秋唱着 Copacabana,泡泡,2,neutral,剧情
最喜欢当然是瑞秋罗斯在一起了和钱德乔伊这对基友的分合。莫妮卡真不挑啊那样的大叔……菲比依然以奇特方式维持存在感。,友分,2,positive,剧情
"罗斯刚刚跟瑞秋在一起，发现自己超像Monica。控制欲超强。。。The list罗斯电台点歌&Joey Moves Out事件~噢！男人的友情啊~~~呵呵，还有其实我也想要个查理那样的老男人T,T~~~",罗斯,2,neutral,剧情
S2，条目增补；S1由总条目代替,增补,2,neutral,剧情
当年在S家几罐冰啤酒、一盒pizza、还有哈哈镜，两人席地而看。现在每晚睡前看一两集，笑得不能自已。心情大不相同了，现在好像更识笑更开怀。,睡前,2,neutral,情怀
这一季明星很多的说，我看到了罗伯茨和查理辛，还有波姬小丝~,查理,2,positive,演员
最爱天然呆Phoebe!! 看《老友记》真的会上瘾啊!! 比起第一季 看起来顺畅很多 一口气连看四集都还觉得不够。美美的瑞秋终于和傻大个罗斯终成眷属 妮卡的老男友绅士有型。 这真是一部神奇的美剧! 任何时候看都能为我打扫坏心情。你们六个活宝 笑死我了好吗!!!,大个,2,positive,情怀
这个片的评论太强悍了,强悍,2,positive,剧情
越看越觉得好看。,好看,2,positive,剧情
菲比怎么看都是个怪女孩。,女孩,2,neutral,演员
最簡單的快樂最長久,單快,2,positive,情怀
一口气看了四季，这一切的罪恶都是从圣诞节看到S2E9开始，没忍住又把前后都看了。经典就是经典，弥补我错失的十年。这一季Mo和Richard的线写得真漂亮。他经历了一切只想享受二人世界，而她却对美满家庭怀揣梦想。平庸小事可以耗尽很多情侣的情感账户，但真正决定能否走下去的都是大的节点。,罪恶,2,positive,剧情
喜欢Pheobe~~~,pheobe,2,positive,演员
算了真心看不完。。,真心,2,negative,剧情
好喜欢莫妮卡,莫妮,2,positive,演员
第二季感觉较差。,感觉,2,negative,剧情
那时候真好13集的茱莉亚罗伯茨真漂亮,茱莉,2,positive,演员
轮流分手的节奏,节奏,2,neutral,剧情
"第七集看多少遍都感动，第八集那句It's always been you, Rach. 好催泪",催泪,2,positive,情怀
每一季都是满星·,满星,2,positive,情怀
他们六个不是住一起的话，其实不太可能成为朋友的,朋友,2,neutral,剧情
Ross试图在新欢Julie、旧爱Rachel之间取舍，他拿两张纸，分别列出两位姑娘的缺点，列罢Rachel一大堆缺点后，他转向完美女友Julie，只想出一个缺点：She's not Rachel。,缺点,2,neutral,剧情
9月看的 衣服都好潮啊 看着看着终于明白为什么rachel是美国甜心了 最后rachel趴在chandler背上那个表情 我都看哭了 joey超级可爱 意大利男室友hhhh,rachel,2,positive,情怀
笑果更好，乔伊的疯狂女粉丝这一集太有意思了，罗斯和瑞秋高中时候录像带一集甚至略伤感。,一集,2,neutral,剧情
越来越喜欢Chandler了,chandler,2,positive,情怀
比第一季更好看。之前看到07年附注我爱你里那个熟悉的人，果然就是Pheobe。岁月青葱，这个时候已经老了不知道多少，那个时候还如此年轻。或许多少年后看这部剧，就觉得在看自己的青春吧？还好我才看到第二季。,第二,2,neutral,情怀
很多年前看过的第一季，那时候就感觉很好，很多年后重新捡起来，就像见到老朋友一样亲切。,第一,2,positive,情怀
开始慢慢能听懂些了，真的是听对话的利器，剧情波澜略大相对于情景剧来说,波澜,2,neutral,剧情
在Janice消失的那一段时间里，我还真有点想她了。这算什么情况……,消失,2,positive,剧情
前几集不咋地   后面的就好些了,几集,2,neutral,剧情
第二季最好看。,第二季,2,positive,剧情
我好像看到查理辛了～,查理,2,neutral,演员
季季都是经典,经典,2,positive,剧情
虽然我觉得最高级的喜剧效果还是需要靠情节而这部剧让人爆笑的点几乎全来自台词，但是里面的梗真的不低俗，而且每个人物的性格习惯都立住了，编剧真的不简单。放在现在这个时代，钱德勒和乔伊就是国民CP。,情节,2,positive,剧情
双R终于在一起了，Joey从成名到落魄，Monica经历了最不平常的一段关系，Chandler和Janics再次重逢，Pheobe找到了自己的家人。,pheobe,2,positive,剧情
好男人榜样！,榜样,2,positive,演员
看到这一季的时候，认识了老友记咖啡馆儿，并且自然而然成了那里的常客。,自然而然,2,positive,情怀
不知道为什么Rachel和Rass的恋情总是牵动人心,牵动,2,positive,剧情
想來這一季我看了可能得有5遍，那個時候每天在宿舍放這一季。最愛smelly cat。,時候,2,positive,情怀
2014.5.30完整，在 iPad上。这一季比第一季精彩！每一集都笑死人，是最近下班后最开心的事！每一个场景都想记得。每个人都个性鲜明又张扬饱满，最喜欢幽默的钱德勒和瑞秋,第一,2,positive,剧情
这个剧很多价值观都很超前，即使三十年后都觉得很酷，从未过时。,三十,2,positive,剧情
终于看完了第二季= =,第二,2,positive,剧情
第二季太美好了！！,美好,2,positive,剧情
想看又舍不得看的感觉,感觉,2,positive,情怀
好几集很经典。。,经典,2,positive,剧情
笑点很诡异,诡异,2,negative,剧情
会因为太好看而舍不得看完。钱德勒和乔伊太可爱了。rr好甜。,钱德勒,2,positive,情怀
最后一集哭了,一集,2,positive,剧情
好喜欢Chandler和Joey啊Pheobe也好可爱!!!! 大家都好可爱啊！,可爱,2,positive,情怀
完成角色塑造的一季,塑造,2,positive,演员
我才意识到这片子是我对纽约印象的启蒙,印象,2,positive,情怀
ross和Rachel终于在一起了~撒花~he is her lobster!!!,lobster,2,positive,剧情
钱钱穿长款风衣好帅，小动作也好可爱,可爱,2,positive,演员
一共10季都是我的绝版珍藏,绝版,2,positive,情怀
"上季心疼phoebe，这季ross太让人心疼了。他和rachel在一起太甜了，他太宠了啊～
monica上季已经很漂亮了，这季漂亮的不像话！
chandler和joey，要不你俩谈吧，好喜欢这两个傻瓜兄弟。
意大利佬被黑惨了哈哈哈。",像话,2,positive,演员
我能给十星么。。,我能,2,positive,情怀
罗斯和瑞秋终于在一起了，乔伊和钱德勒真是一对好基友。,终于,2,positive,剧情
有一集里，几个人产生了财务分歧，收入高的几个人享受集体消费，收入低的几个人无力承担。在我们的视角里，因为钱产生的分歧是可以摧毁友谊的，因此看主角们的关系多么牢固，就要看他们怎么化解这次矛盾。可惜编剧把这一环节跳过去了，用莫妮卡失业的设定草草了事，十分遗憾。 @2014-05-21 10:31:52,分歧,2,negative,剧情
能笑就不哭...謝謝你們幫我打掃每次的壞心情！,每次,2,positive,情怀
前半部分是第一季的过度，后半部分就是单纯的发糖，虽然是情景喜剧但剧情有点太稀了,喜剧,2,neutral,剧情
我是女版钱德勒。。。。。 爱这六个人,钱德勒,2,positive,演员
第二季算是开始渐入佳境 最近剧荒在netflix重温 每个梗都烂熟于心 很多台词都记得 但居然还是会笑抽 我觉得我能看一辈子,渐入佳境,2,neutral,情怀
重温经典，冬天就适合看老友记,经典,2,positive,情怀
真是太精彩了 感情和笑料并重 哪一个都那么妥帖,精彩,2,positive,剧情
我的大好青春年华就挥霍在这个上了,年华,2,negative,情怀
帮我打发了好多吃饭睡觉想心事的时间,吃饭,2,positive,剧情
满满的回忆，画面很熟悉，剧情很熟悉，熟悉的人不在身边了,回忆,2,neutral,情怀
生活大爆炸里的penny模仿Rachel太过了好吗！,模仿,2,negative,演员
比第一季笑点要多很多～罗斯和瑞秋分分分终于在最后几集合了。钱德勒真的太好笑了hhh,罗斯,2,positive,剧情
看到Rachel和Ross走到一起还是很甜的，Monica控制欲很强，Bing和Joey的室友情也很甜特别是手链、看剧和分家事件，Phoebe最终没见到老爹不过见到了水手。,见到,2,positive,剧情
爱的乌托邦,乌托,2,positive,情怀
一直觉得Ross和Rachel在这一季里很有爱、Mon的男友是个很有魅力的大叔、话说我对大叔神马的最没有抵抗力了、Chandler和Janice果断是又要纠缠一阵了、Joey越来越脱线了、光有脸木有脑、Phoebe越来越养眼了……,抵抗,2,positive,演员
多么有智慧的一部剧啊！！！,智慧,2,positive,剧情
在最艰难的时期，有《老友记》的陪伴，仿佛生活也没有那么难了。每天虚无度日，至少还有22分钟可以浸淫在这个世界里，满足了。Ross和Rachel终于在一起了，默默暗恋终成正果泪目。Joey和Chandler真的好基友，羡慕这样的友谊。Phoebe大神就是最牛的，Monica遇到真爱，年龄不是问题，这样的浪漫也好磕。当老友一行人来到Monica所在的新餐厅，一起欢笑，就这样继续开心下去吧！,正果,2,positive,情怀
最美好的一季！！！,美好,2,positive,情怀
个人认为比第一季还要好，特别是茱莉亚罗伯茨和小丝客串的那几集，把我笑惨了。然后几个人为钱产生的争执，以及每个人原生家庭带给他们的困惑，也都特别真实。我国现在的文艺作品，过度的真善美和正能量一方面让你觉得不真实，这么好的人我怎么一个都没碰到过，另一方面让你怀疑你自己，为什么他们一个个都这么健全这么正能量，为什么我总是有这么的瑕疵和情绪。老友记最好的一点在于告诉你人都这样，谁都有很多缺点和瑕疵，搓事槽点都一大堆，可这是常态，你别担心，也依旧会有朋友在你身边,作品,2,positive,情怀
第二季非常精彩！那么多我念念不忘的情节原来都在第二季里。Rachel和Ross第一次在一起，每次看都落泪；茱莉亚罗伯茨的精彩客串；Joey成名搬出去又搬回来；还有成熟帅气的理查。,第二,2,positive,剧情
"2012.08.13刚巧跟爱三同步观看，各种撞桥段。。老友记剧情的流畅感，娓娓道来的感情戏以及开放的性话题。。。爱情公寓无法涉及。。以及，其实现在看的话很多笑点都一般了。

2022.08.27十年了，再看一遍依然觉得好看。身边的兄弟们终于都结婚或有对象了。",身边,2,positive,剧情
当瑞秋碰上茱莉。我很喜欢这些角色，漂亮帅气而且表演都很自然。,茱莉,2,positive,演员
很难想象在2022年还有人第一次看老友记。,第一,2,positive,情怀
虽然知道你们最终还是在一起了，可看着还是很揪心T^T,揪心,3,positive,剧情
RR分手真是太令我难过了……,分手,3,negative,剧情
五一追剧。,追剧,3,positive,剧情
Smelly Cat这首歌真的很洗脑！！！,洗脑,3,positive,情怀
在这一季里，钱德勒每天要吃56颗阿片类药物，季前和季末判若两人。我怎么没有标记过这一季。。,药物,3,neutral,剧情
chandler 这两季超帅！,超帅,3,positive,演员
用现在崩坏的价值观来说就是——Joey跟Chandler不如在一起吧！！哈哈哈~~~好喜欢他们两个的对手戏啊，超萌！超有爱！！,价值观,3,positive,演员
随着ross和rachel的恋情发展，这是一条线索哈,发展,3,positive,剧情
只要看到Friends，多down的心情也能up起来,心情,3,neutral,情怀
这一季钱德勒的颜达到了巅峰~~~,钱德勒,3,positive,演员
嗯？我把这集漏了忘记标记了么~,标记,3,neutral,剧情
每次的Ending都让人越发迫切的往下看。。,迫切,3,neutral,剧情
不知道为什么觉得没前两季有意思了,没前,3,negative,剧情
这一季 Ross 和 Rachel 的感情戏有够狗血的，中间还冒出来个绿茶婊 Mark。感觉编剧是有意地在根据观众的反馈来修改剧本，Ross 和 Rachel 吵架的那集看得我异常煎熬。好在后半部分其他几人的戏份还是把这一季给救了回来，尤其是钱莫这对终于开始有苗头了。PS: 结尾几集有几位熟面孔来客串，哈哈哈，有种打破次元壁的感觉。,煎熬,3,neutral,剧情
ross 太讨厌了，明明就是他不对,明明,3,negative,演员
这季Chandler巨瘦。。。且爆帅。,爆帅,3,positive,演员
较前两季差了点,较前,3,neutral,剧情
拓展了不少世界观，依然很耐看。,依然,3,positive,剧情
乔伊变身美人鱼~sexy！,美人鱼,3,positive,演员
查理多好啊 为什么要分开,分开,3,positive,剧情
chan chan越来越瘦越来越瘦。,越来越,3,neutral,演员
最喜欢钱钱和菲比。,喜欢,3,positive,演员
不忍心一口气看那么多。,忍心,3,positive,情怀
甚至比第一季第二季都要好看，难得,第二,3,neutral,剧情
Chandler的笑可以入我的十大了。,chandler,3,positive,演员
1995年的中国人怎么可能看懂老友记。我真的怀疑,老友,3,negative,情怀
居家自炊必备。,必备,3,positive,剧情
每次看到Ross有新欢就好伤感 他太容易喜欢上别人 Rachel那样真让人心酸 哎 看一季少一季,心酸,3,negative,剧情
Chan chan！！！,chan,3,neutral,演员
chandler和joey不如尝试下在一起好了→_→,尝试,3,neutral,剧情
越看越觉得Ross好有魅力.!!Phoebe那个神经质的样子好可爱哈哈..!,phoebe,3,positive,演员
2010.6.1 不喜欢Ross和Rachel分手那两集……,喜欢,3,negative,剧情
这一季很磨叽，没什么看头，自从Ross和Rachel分手就超慢了~哈哈 小钱钱不断卖萌~~越来越喜欢鸟~~~,看头,3,negative,剧情
暴瘦的Chandler是这季亮点...,这季,3,positive,演员
Friends的Season 3逐渐让角色之间的关系迸发出更多不同的火花，这些细腻的变化让角色更加立体和复杂，使整季的故事如同过山车般，不断挑战观众的情绪。,迸发,3,positive,剧情
故事慢慢走入正轨。这一季看到Ross和Rachel分手，对Ross的好感度降到很低。Rachel比前几季懂事多了，可能很多是工作的原因。Monica和Chandler真是越来越让人喜欢，之前觉得Chan的笑话无聊，Mon的神经质烦人，现在都变得那么可爱。Joey和Pheobe始终很灵！,笑话,3,positive,剧情
Chandler这么瘦 没以前可爱了,可爱,3,positive,演员
Ross和Rachel这条线真的太毁剧了,太毁,3,negative,剧情
我还挺喜欢Pete的。,pete,3,positive,演员
我一直觉得小钱钱应该跟菲比一对儿的。,小钱,3,neutral,剧情
chan最帅的时候，爱上friends从第三季开始,friends,3,positive,情怀
好多熟悉的场景，我到底在哪看过呢。,场景,3,neutral,情怀
看来看去还是觉得Ross最帅,最帅,3,positive,演员
11223：一季接一季又一季，笑果于我越渐增加，“瘦”钱德勒与“壮”乔伊在这一季也愈加有趣了。猜想瑞秋和罗斯的爱情可能会经历分分合合的波澜，第三季果然开始上演了。喜欢“老友们”友情回顾前史集EP6。《蓝丝绒》的伊莎贝拉·罗西里尼、本·斯蒂勒…惊喜客串，但最惊喜“酱油”还是只有一场戏的罗宾·威廉姆斯 & 比利·克里斯托，莫妮卡的百万富翁追求者竟然是乔恩·费儒（瘦得我一开始不太确定，查了演职员表，果不其然是他），难怪EP23菲比的消防员男友觉得眼熟，原来是《同志亦凡人 第五季》橄榄球明星“德鲁”的扮演者马特·巴特格里亚……,经历,3,neutral,演员
Rachel和Ross分手了，认识了Bonnie，在最后一集‘The One at the Beach’，Ross两扇门前选择了Rachel；Monica和亿万富翁分手了，Phoebe、Chandler、Joey单。,分手,3,neutral,剧情
【8.5】依然轻松好看,轻松,3,positive,剧情
脑海中挥之不去的smelly cat,中挥,3,positive,情怀
经典，真适合下班回家看几集放松一下心情。越来越喜欢六人组，看完顺便拼了一个老友记的乐高。Chandler颜值扛把子。,下班,3,positive,情怀
RR分手的时候看哭了,分手,3,positive,剧情
虽然随着对演员的越来越熟悉而使得笑料抖得越来越顺畅，但Rachel和Ross过于写实的失恋桥段让我险些放弃这部剧集。PS：失恋中的人你伤不起啊...,越来越,3,neutral,剧情
1.Joey和女演员完美CP。2.阿甘太逗了。3.Phoebe和Chandler合唱段落经典。4.马修·派瑞演这集的时候肯定嗑药了。5.客串的有伊萨贝拉·罗西里尼、本·斯蒂勒、罗比·威廉斯和比利·克里斯托，很牛。,经典,3,positive,演员
你妹写了几句评论怎么都没了  不写了,你妹,3,neutral,剧情
每一集都是我的最爱~~~,每一集,3,positive,剧情
越来越入味……,越来越,3,positive,剧情
Joey和Chandel实在是太般配了><,实在,3,positive,演员
各种明星客串啊。,明星,3,positive,演员
哇，很多明星的知名度和我说认知的有时间差距哈~发现很少出现黑人，因为奥巴马那时还没当总统吗？,巴马,3,neutral,剧情
哎呦喂。。。我看几乎用了半个学期的时间来看完这季，不是不好看，是想省着点看。。结果到罗斯和瑞秋分手那剧情到了高潮，又感人又好笑，连着好几集都超经典，让我欲罢不能，结果这两天一股气看了十多集。。。,分手,3,positive,剧情
分分合合哟纠结~,分分合合,3,neutral,剧情
romcom依旧。ep16大概是236集中最爱的单集。神奇的是，年轻时很烦分分合合的关系，现在是无所谓了。,ep16,3,positive,剧情
chan chan man最好看的一季. 又打开Fools Rush In一起看。,好看,3,positive,情怀
"Smelly Cat, Smelly Cat。。。。。",cat,3,neutral,演员
笑中带泪.客串明星很多：比利·克里斯托 罗宾·威廉姆斯  本·斯蒂,明星,3,positive,情怀
钱德勒在后来怎么可以发福发成那个样子的昂,样子,3,neutral,演员
"Rachel和Ross一个越来越成熟，一个越来越暴露缺点。（因为个人经历我太太太太太受不了Ross这样的性格了，在我心里相当减分）
这一季让我get到的是傻瓜帅哥Joey。100次捧腹大笑里大概90次是因为他，实在是太可爱了！！！比起油腻，单纯的“蠢”显得惹人爱很多。",joey,3,negative,剧情
第三季的时候发现..我看不下去了...虽然看过的人人都说好...英语老师强烈推荐..寝室的人看着笑得前仰后翻..但是真的看不进去了...膜拜10季都反复看了N遍的大神们..我是俗人...只能看到第三季了...,发现,3,negative,剧情
chandler的白衬衫好看,衬衫,3,positive,演员
钱钱此时还是帅的! Ross从We were on a break开始一落千丈 原来某件海滩上的事情是下一季开始发生的啊哈哈 季终的海滩也是颇多大事件 Phoebe见到了亲妈 外加R&R复合第一弹!,海滩,3,positive,剧情
看到第三季，各种笑点套路都已经很清楚了，基本可以猜到。。Ross神烦，他在分手后对Rachel的一些举动，就是性骚扰好吗，而且他还是个傲娇控制狂。虽然第一季就设置了Ross的妻子发现自己是lesbian后，把Ross甩了，但这剧的性别观念真的很刻板。,举动,3,negative,剧情
小鸡和鸭子。。哈哈。。,鸭子,3,neutral,演员
friends的fans还真是无处不在啊。。。karina竟然也在看。。。,karina,3,neutral,情怀
再次看到2R分手，其实挺真实的，ross真的太不成熟了，不能容忍Rachel的成长，缺乏安全感，做了很多让人难堪的事，反倒是Rachel对他一再容忍，而他也终于犯下了不能饶恕的错误，至少在当时真的不能饶恕。分手时Rachel说的很真实，不是原谅不原谅的问题，而是两人之间有些东西永远改变了。即便后来他们再在一起，也是成熟后经历风雨后的再次相爱，虽然也很好，但却再也回不到第三季分手之前无比纯粹真挚的那种爱情了。,真实,3,negative,剧情
Chandler也曾经是瘦的~~,chandler,3,neutral,演员
Rachel虽然是傻白甜人设但工作步入正轨立马职场女性了起来，分手闹剧的处理方式也更看出了独立清醒，在理性和情感上的游离太能共鸣了。Monica的感情线至少从过程上来说都挺好，成熟有魅力的Richard（可惜人生方向不对）和体贴的百万富翁男友（不理解求胜心）。,工作,3,positive,剧情
喜欢Chandler，他能把幽默当做PTSD的症状之一，不厚道地觉得这个属性有点萌。,幽默,3,positive,演员
其实真没必要那么认真讨论爱不爱的，就是一群有血有肉的人，挺好玩的剧情。racheal这条线挺清晰的，从中产家庭女儿逃婚，到心不在焉的服务生，到时尚届的OL，都很清晰很有意义，挺有启发的--看到后面发现有启发这句大可不必哈哈哈,有血有肉,3,positive,剧情
不知道累的要死的今天看完第三季的执念来自何处,第三,3,neutral,情怀
Rachel的变化比较让人意外，不过剧集还是那么有趣。,意外,3,positive,剧情
2014.8.22 看完这季。钱德勒的胡子一会儿留一会儿剃，有些奇怪。,胡子,3,positive,演员
一如既往的好笑。因为知乎上一个问答的关系开始关注chandler的幽默，好像确实有些与众不同。这一季发现个老熟人：钢铁侠的保镖（以及导演）乔恩·费儒演了大半季的monica的富翁男友。。。另外比利·克里斯托也在倒数第二集出来露了下脸~,monica,3,neutral,演员
Rachel啊 原谅Ross好不好,ross,3,positive,剧情
so the point is sharing? 】Chandler怎么瘦成这样了是显示屏出问题了吗。。。。】Monica每季都会有真爱的节奏吗。。。】记得看第二季的时候半夜捂着被子偷笑,第二,3,neutral,演员
Ross略有点神经质如Monica，但是这绝对会是first choice,神经质,3,neutral,演员
钱德勒···乔伊···莫妮卡··菲比··都不错··,钱德勒,3,positive,演员
爱情公寓好多桥段的起源.,公寓,3,positive,剧情
相当不喜欢罗斯。喜欢钱德勒和菲比。,钱德勒,3,negative,演员
高一的那个暑假，几乎是不分白天黑夜地看，最多的时候一天能看完将近一季。,白天,3,neutral,情怀
这季Rachel成熟了不少啊，Ross真的很过分呀，Chandler这季真的很瘦呀，发型也好~~帅了好多好多呀~~~,真的,3,neutral,演员
看完第三季 开始觉得 老友记赢了TBBT了,tbbt,3,positive,剧情
"我不喜欢这一季
罗斯太让我失望了，他怎么敢为自己辩白的",失望,3,negative,演员
